"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2066671292896682284","2026-06-15T23:56:47.000Z","0","@TokopediaCare had horrible customer service solution from Tokopedia Care. The worst I have ever seen. For more than 1 week I have been trying to get a solution from Tokopedia care for issue with my bni tapcash card not updating the balance. Please help if do you care #Tokopedia","2066671292896682284","","TokopediaCare","en","","0","0","0","https://x.com/HalimAntonny/status/2066671292896682284","1087881321559420928","HalimAntonny"
"2066473935802445983","2026-06-15T14:24:29.000Z","0","@CucukBerdupio @tokopedia @TokopediaCare @BPJSKesehatanRI @BPJSTKinfo @CucukBerdupio  Hai Kak, admin siap melayani sepenuh hati. Terkait permasalahan yg dialami mohon dapat melapor ke pihak berwajib atau kepolisian ya Kak.
Agar semua makin mudah, ayo download aplikasi New PLN Mobile. Sehat selalu. Tks -Dedy","2066527269464760784","","CucukBerdupio","in","","0","0","0","https://x.com/pln_123/status/2066527269464760784","558516132","pln_123"
"2066368144420360279","2026-06-15T03:52:11.000Z","1","woy @TokopediaCare gw mau update saldo gak bisa-bisa ini, kalo punya service cacat mending apus aja dah...","2066368144420360279","","","in","","0","2","0","https://x.com/Dahyunie998/status/2066368144420360279","1160560674881208322","Dahyunie998"
"2066348472203440417","2026-06-15T02:39:24.000Z","0","@TokopediaCare @TikTokShop_IDN di cek get contact nya pun bener ngaku dari tiktokshop @TokopediaCare

@TikTokShop_IDN https://t.co/p2FdcTr24I","2066349827991146964","https://pbs.twimg.com/media/HK0mIy1acAAfZUJ.jpg","nanashehe","in","","0","0","0","https://x.com/nanashehe/status/2066349827991146964","1452308666695233539","nanashehe"
"2066348472203440417","2026-06-15T02:36:31.000Z","0","@TokopediaCare @TikTokShop_IDN 1. tolong di cek ya ini beneran cs kalian atau bukan, kalo bukan kenapa data gue bisa bocor? kenapa dia tau gua pernah daftar tiktok dan belum selesai?
2. kalo itu cs kalian tolong STOP telp gue
@TokopediaCare
@TikTokShop_IDN","2066349100375962002","","nanashehe","in","","0","1","0","https://x.com/nanashehe/status/2066349100375962002","1452308666695233539","nanashehe"
"2066348472203440417","2026-06-15T02:34:01.000Z","0","@TokopediaCare @TikTokShop_IDN 
di telp in nomor random ngaku dari tiktokshop, karena w belum pernah daftar tp gajadi (belum selesai), after itu setiap hari di telp nomor random terus, tolong di cek ya beneran dari tiktokshop/bukan ya? dan stop telp gue pls https://t.co/EhiJiBzxAr","2066348472203440417","https://pbs.twimg.com/media/HK0koOKa8AAACHs.jpg","TokopediaCare","in","","0","1","0","https://x.com/nanashehe/status/2066348472203440417","1452308666695233539","nanashehe"
"2066348114097979466","2026-06-15T02:32:35.000Z","1","Bertanya @tokopedia @TokopediaCare kalau akun belanja normal, ga rajin-rajin claim kupon, paling cuma ngeshare link yang ajak teman klik buat dapat kupon tambahan, tiba-tiba Tokopedia Plusnya hilang, buka pagenya error, kenapa ya?

Udah tanya cs katanya ""tidak memenuhi syarat""???","2066348114097979466","","","in","","0","2","0","https://x.com/JordyLeonardoo/status/2066348114097979466","1056793035923587072","JordyLeonardoo"
"2066134454389932059","2026-06-14T12:23:35.000Z","0","TOKOPEDIA SEMENJAK MERGER SM TIKTOKSHOP YAALLAH JADI JELEKNYA TUH JELEK BANGETT, UPLOAD PRODUK PENGECEKAN LAMA, BLM TENTU LOLOS, APLIKASI LEMOT, NOTIF PESANAN DELAY BGT BARU BESOKNYA MASUK?!! Pesenan udah selesai, baru masuk notif instan palalu jeding?! @tokopedia @TokopediaCare https://t.co/xBgLBz1fMg","2066134454389932059","https://pbs.twimg.com/media/HKxiVhrasAAqhtC.jpg","","in","","0","0","0","https://x.com/fnimah_/status/2066134454389932059","1178685261716185088","fnimah_"
"2065321969193832746","2026-06-14T01:13:12.000Z","0","@tokopedia https://t.co/przrkaYkvB
notifikasi ""kamu sdh melebihi batas penggunaan promo"" artinya: KUOTA PROMO MASIH ADA, cuma akun anda sdh pakai. 
 
jika kuota habis, notifikasinya ""oops, kuota kode promo yg kamu pakai sdh habis""  dan @TokopediaCare TIDAK TAHU BEDANYA!!!  

TOLOLL!!!","2065965744815526118","","tokopedia","in","","0","0","0","https://x.com/hsjuan/status/2065965744815526118","437181663","hsjuan"
"2064969167468392769","2026-06-13T19:25:39.000Z","0","@monobxra @jntexpressid @tokopedia @TokopediaCare Thanks kak, untung ga kena😭","2065878281258479898","","monobxra","in","","0","1","0","https://x.com/addnr_/status/2065878281258479898","759967988866965505","addnr_"
"2065674603150586330","2026-06-13T14:30:25.000Z","1","@MediaKonsumenID cuma nunggu 7 hari dulu, udh gitu biaya kirim kita yg nanggung🙃aku kan pesen barang berat dan ongkir nya 100rban. udh rugi waktu, tenaga, rugi ongkir . makanya udh jarangggg bgt order dr tokopedia krn jelek bgt service nya @TokopediaCare","2065803983286140958","","crstyl_belle","in","","0","1","0","https://x.com/crstyl_belle/status/2065803983286140958","224507546","crstyl_belle"
"2065674603150586330","2026-06-13T13:46:14.000Z","0","@MediaKonsumenID Wah powershop ternyata juga tdk bisa dipercaya, gawat ini. Daripada repot, mending hindari resiko. 
@TokopediaCare","2065792866006499433","","MediaKonsumenID","in","","0","0","0","https://x.com/SSilvant/status/2065792866006499433","2896091191","SSilvant"
"2065755714145153248","2026-06-13T11:18:36.000Z","0","@TokopediaCare @JNECare 
Iini data pembelian saya bocor dari Jne, tokopedia, atau lightingshop ya? Sdh 2 x dapat beginian? https://t.co/oQvhDnM7yR","2065755714145153248","https://pbs.twimg.com/media/HKsJ3fUa4AAyWXT.jpg","TokopediaCare","in","","0","1","0","https://x.com/antoniludfi/status/2065755714145153248","2218718736","antoniludfi"
"2065752343145218245","2026-06-13T11:05:13.000Z","1","Izin @TokopediaCare @tokopedia  ada bug nih, ketika nyoba mau beresin wishlist selalu muncul tampilan pop up seperti gambar dibawah. Mau dibuka pakai data n wifi pun yg stabil internetnya, tetap sama muncul pop up seperti ini. https://t.co/IMjAqxrqld","2065752343145218245","https://pbs.twimg.com/media/HKsGu4kbwAAKGGg.jpg","","in","","0","2","0","https://x.com/SidikAkmal/status/2065752343145218245","499499537","SidikAkmal"
"2065715624840724657","2026-06-13T08:55:23.000Z","0","@dejanHakim @tokopedia @TokopediaCare @JNE_ID Hai kak Faizin. Mohon maaf atas ketidaknyamanannya. Jika ada paket yang belum diterima, mohon infokan no resinya via DM ya agar kami cek dahulu. Thanks ^Rehan","2065719671576490448","","dejanHakim","in","","0","0","0","https://x.com/JNECare/status/2065719671576490448","2365077614","JNECare"
"2065715624840724657","2026-06-13T08:39:18.000Z","0","Seller @tokopedia @TokopediaCare status pengiriman menunggu kurir @JNE_ID @JNECare 3 hari kurir blm mengambil barang ke Seller dan tidak ada menu pembatalan untuk kami pembeli di @tokopedia untuk masalah ini...pesanan kami digantung berwpa lama....?","2065715624840724657","","","in","","0","3","0","https://x.com/dejanHakim/status/2065715624840724657","113981732","dejanHakim"
"2065715059813417317","2026-06-13T08:37:04.000Z","0","Dua Kali Pesan Barang VIA @tokopedia @TokopediaCare dan dikirm via @JNE_ID @JNE_ID setelah barang dikirim seller pasti ada WA pemberitahuan barang tertahan lengkap dengan nama dan alamat penenerima...bagaimana data pembeli bisa sampai di komplotan Penipu","2065715059813417317","","","in","","0","1","0","https://x.com/dejanHakim/status/2065715059813417317","113981732","dejanHakim"
"2065655969997340787","2026-06-13T04:42:15.000Z","0","@TokopediaCare had horrible customer service solution from Tokopedia Care. The worst I have ever seen. For 1 week I have been trying to get a solution from Tokopedia care for issue with my bni tapcash card not updating the balance. Please help if do you care","2065655969997340787","","TokopediaCare","en","","0","2","0","https://x.com/HalimAntonny/status/2065655969997340787","1087881321559420928","HalimAntonny"
"2064996065120858572","2026-06-12T17:11:05.000Z","0","@tokopedia notifikasi ""kamu sdh melebihi batas penggunaan promo"" 
artinya: KUOTA PROMO MASIH ADA, cuma akun anda sdh pernah pakai.

jika kuota habis, notifikasinya ""oops, kuota kode promo yg kamu pakai sdh habis""

dan @TokopediaCare TIDAK TAHU BEDANYA!!!

KEPALA CS @tokopedia ISI TAIKK!!!","2065482029500887484","","tokopedia","in","","0","0","0","https://x.com/hsjuan/status/2065482029500887484","437181663","hsjuan"
