"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2064293686624846112","2026-06-15T02:46:57.000Z","0","@chells_yaa @ShopeeCare @ShopeeID Samaa bgtt bayangin dr tgl 5, dah 10 hari ga ada update posisi nya dimana, mana brg ny mau di pake buat konseran 😩😩😩😩 https://t.co/T83T3W1TZk","2066351725896990954","https://pbs.twimg.com/media/HK0n8RgaIAAYf_N.jpg","chells_yaa","in","","0","1","0","https://x.com/hi_bibian/status/2066351725896990954","1361515278","hi_bibian"
"2066345996540580147","2026-06-15T02:24:11.000Z","0","cdm skrg @ShopeeCare","2066345996540580147","","","in","","0","2","0","https://x.com/KONlMEX/status/2066345996540580147","1359765866800246792","KONlMEX"
"2064293686624846112","2026-06-15T00:49:04.000Z","0","@chells_yaa @ShopeeCare @ShopeeID kak mjb paketnya udah ada pergerakan belum kak? punyaku juga dari tgl 30 ga ada update sampai skrg 🥲","2066322059849052359","","chells_yaa","in","","0","1","0","https://x.com/arlckino/status/2066322059849052359","1770744322062745602","arlckino"
"2039665714479657089","2026-06-15T00:30:23.000Z","0","@Thege0410 @Esteres09785772 @nanaappsprem @ShopeeID @ShopeeCare @ojkindonesia iyaa kak udahh","2066317359711989872","","Thege0410","in","","0","1","0","https://x.com/_trustme14/status/2066317359711989872","1621297300026068992","_trustme14"
"2066028557793661064","2026-06-14T22:50:56.000Z","0","@ShopeeCare dm ku blm dibales dri kmrn.","2066292333994467512","","ShopeeCare","in","","0","0","0","https://x.com/2leemjen/status/2066292333994467512","1239126926473564161","2leemjen"
"2066291826328543556","2026-06-14T22:48:55.000Z","0","@ShopeeCare cdm","2066291826328543556","","ShopeeCare","und","","0","1","0","https://x.com/cejen423/status/2066291826328543556","1547915462163705857","cejen423"
"2066205514527346815","2026-06-14T21:15:32.000Z","0","@Roga480 @ShopeeCare Hi kak Rogami,  maaf banget ya udah buat kakak ga nyaman. terkait kendala pesanan yang kakak alami, aku infoin kakak bisa chat aku dgn memberikan username serta memberikan nomor pesanan kakak melalui DM ke Social Media @ShopeeID /@Shopeecare ya. Stay Healthy  ^RL","2066268324426821637","","Roga480","in","","0","0","0","https://x.com/ShopeeID/status/2066268324426821637","2983890506","ShopeeID"
"2066209515272589452","2026-06-14T17:21:51.000Z","0","@ShopeeCare cek dm","2066209515272589452","","ShopeeCare","tr","","0","2","0","https://x.com/KONlMEX/status/2066209515272589452","1359765866800246792","KONlMEX"
"2066205514527346815","2026-06-14T17:05:57.000Z","1","Pernah ada yang ngalamin buka shopee food di rumah tiba tiba malah shopee nya lompat jauh banget maps nya? Padahal gak pernah pesen shopee food di daerah itu juga Gimana ni kalo belom mampu jadi super app jangan nyoba nyoba jadi super app lah udah 2x begini @ShopeeID @ShopeeCare https://t.co/WM37ZYxtFr","2066205514527346815","https://pbs.twimg.com/media/HKyi9xPaQAAC5NZ.jpg","","in","","0","2","0","https://x.com/Roga480/status/2066205514527346815","1887495951625166848","Roga480"
"2066187026786030032","2026-06-14T16:30:46.000Z","0","@aspriyanti86825 Haii kak aspriyanti86825
Maaf sudah bikin tidak nyaman terkait kendala yang kamu alami. Agar aku bisa bantu cek boleh infoin detail kendala kamu ke DM Social Media kita X/Twitter melalui akun @shopeeID atau @shopeecare. Sehat selalu^ON","2066196660989149185","","aspriyanti86825","in","","0","1","0","https://x.com/ShopeeCare/status/2066196660989149185","3410708592","ShopeeCare"
