"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"2066940137792266732","2026-06-16T17:45:05.000Z","0","@JNECare ini sudah gak wajar sih, kalian kayaknya sudah harus berbenah jika mau tetep bertahan, atau mau tutup aja sekalian. https://t.co/2izHnAHup5","2066940137792266732","https://pbs.twimg.com/media/HK8_GJ-aYAAqw4K.jpg","JNECare","in","","0","2","0","https://x.com/LerengGunungUng/status/2066940137792266732","610668376","LerengGunungUng"
"2066630869968957592","2026-06-15T21:16:10.000Z","0","Hati hati guys, ternyata @JNECare  bohong. Saya kirim barang dengan service yes dengan harga lumayan ternyata kiriman tidak sesuai estimasi yang dijanjikan, claim lah ongkos kirim ternyata sampai sekarang hampir 1 bulan emang ga balik kayanya. https://t.co/JfNNmpjw3v","2066630869968957592","https://pbs.twimg.com/media/HK4l0fZbwAAPEVm.jpg","","in","","0","2","0","https://x.com/gabisaSebentar/status/2066630869968957592","1453789459","gabisaSebentar"
"2066689829040177256","2026-06-16T01:10:27.000Z","1","cek dm min
@JNECare","2066689829040177256","","","in","","0","3","0","https://x.com/itsmeends/status/2066689829040177256","1385498580203360258","itsmeends"
"2065277967249605007","2026-06-12T03:45:00.000Z","0","@yogatrand @JNECare Hai kak, untuk layanan pengaduan kendalanya langsung di klik whatsApp bawah ini

WhatsApp: 0851-4847-5357 

Thanks' Jennifer.","2065279173456007618","","yogatrand","in","","0","0","0","https://x.com/Elnovfree/status/2065279173456007618","1933180484","Elnovfree"
"2066862532799951185","2026-06-16T12:36:42.000Z","0","@JNECare cek DM min","2066862532799951185","","JNECare","in","","0","1","0","https://x.com/kulipanggill/status/2066862532799951185","1760601556326719488","kulipanggill"
"2065285047226376655","2026-06-12T10:19:38.000Z","0","@Ominous_Aim @JNECare Hai kak, untuk layanan pengaduan kendalanya langsung di klik whatsApp bawah ini

WhatsApp: 0851-4847-5357 

Thanks;Jennifer","2065378487431823390","","Ominous_Aim","in","","0","0","0","https://x.com/Elnovfree/status/2065378487431823390","1933180484","Elnovfree"
"2066959256482701562","2026-06-16T19:01:03.000Z","0","@JNECare paket salah satu buyer aku ngestuck di tempat sortir domisilku udah 2 hari padahal aku drop paketnya barengan sama paket buyerku yang lain dan paket buyerku yang lain udah jalan ke kota lain, solusinya gimana ya? tolong tindak lanjutnya.","2066959256482701562","","JNECare","in","","0","0","0","https://x.com/mngidam/status/2066959256482701562","1330171284802727938","mngidam"
"2064528279948939456","2026-06-10T02:01:13.000Z","0","jne lg kenapa dah paketnya lama bgt stuck??? @JNECare","2064528279948939456","","","in","","0","7","0","https://x.com/pirdudumps/status/2064528279948939456","1367092050827468801","pirdudumps"
"2066761404322111979","2026-06-16T05:54:52.000Z","0","@jnecare pegawainya dapet wewenang dari mana nyoret paket saya begini?","2066761404322111979","","JNECare","in","","0","4","0","https://x.com/nindri14/status/2066761404322111979","771238377458806784","nindri14"
"2066784158819721658","2026-06-16T07:25:17.000Z","0","@JNECare hallo min mau laporan, ini pesanan saya status sudah terkirim dari kemarin tapi sampai saat ini belum saya terima!! https://t.co/zdWKTce42U","2066784158819721658","https://pbs.twimg.com/media/HK6xPKMbsAAOKD5.jpg","JNECare","in","","0","3","0","https://x.com/septinhda/status/2066784158819721658","266425543","septinhda"
"2066592529139830798","2026-06-15T18:43:49.000Z","0","@JNECare kindly cdm, min","2066592529139830798","","JNECare","in","","0","2","0","https://x.com/thalasabloom/status/2066592529139830798","1417742152784744448","thalasabloom"
"2065439969506996592","2026-06-12T14:23:57.000Z","0","@JNECare sekelas JNE jasa kurir tapi kok bisa ya paketnya hilang? mana ga ada tanggung jawabnya lagi buat ganti barang tsb. padahal itu barang beli langsung di Jepang, ya kali gue harus balik ke Jepang lagi","2065439969506996592","","JNECare","in","","0","2","0","https://x.com/cutiepiedoyy/status/2065439969506996592","1799798529373929472","cutiepiedoyy"
"2060293631463080041","2026-05-29T09:34:14.000Z","2","selalu nyesel pake jne next day gapernah sesuai sama estimasi yg dikasih, selalu h+1 dari estimasi awal. nyepelein banget sama voucher 10rb lo itu monyed @JNECare @JNE_ID","2060293631463080041","","","in","","0","2","0","https://x.com/buBBiyyyyyy/status/2060293631463080041","1183300777101512705","buBBiyyyyyy"
"2066689584977899554","2026-06-16T01:09:28.000Z","0","Demi allah najis bangetttt sama pelayanan jne @JNECare gaada konfirmasi apapun tiba-tiba paket yg aku pesen dikirim lagi ke penjual nya alasannya penerima tidak dikenal, lu ada ngehubungin gue aja kaga anjj pantesan aja sekarang cabang nya jne makin berkurang","2066689584977899554","","","in","","0","3","0","https://x.com/Bangbanghitt/status/2066689584977899554","4344435913","Bangbanghitt"
"2066532839710163376","2026-06-15T14:46:37.000Z","0","@JNECare Tolong cdm urgent","2066532839710163376","","JNECare","in","","0","2","0","https://x.com/KONlMEX/status/2066532839710163376","1359765866800246792","KONlMEX"
"2066725392740995117","2026-06-16T03:31:46.000Z","0","@JNECare cek dm","2066725392740995117","","JNECare","tr","","0","4","0","https://x.com/HanafiAli1306/status/2066725392740995117","2971465064","HanafiAli1306"
"2066785865658212516","2026-06-16T07:32:04.000Z","0","Kurir paling worse @JNE_ID @JNECare beli dari tanggal 5 malam, sampe tanggal 16 masih di pontang-panting ga jelas, progressnya buruk banget 😂 https://t.co/bzVrZA5YyB","2066785865658212516","https://pbs.twimg.com/media/HK6yyfraMAEichP.jpg","","in","","0","3","0","https://x.com/irregularwyss/status/2066785865658212516","1128774880030150656","irregularwyss"
"2060206573356740646","2026-05-29T03:48:18.000Z","0","tolong dibantu pergerakannya agak cepat supaya paket dari sortir gateway jakarta bisa sampai hari ini @JNECare","2060206573356740646","","","in","","0","2","0","https://x.com/paineapplee/status/2060206573356740646","263474609","paineapplee"
"2062124674629411326","2026-06-03T10:50:09.000Z","0","Ini JNE emang bgini ya kalo ngirim paket ? Ga ada bukti diterima kayak foto dll ? Masa di tracking barang sudah diterima yang bersangkutan tapi ga ada info, tah menghubungi atau telpon, bukti fotonyapun ga ada. Ditanya CS cuma jawab bgini @JNECare @JNE_ID https://t.co/sqmuAery9y","2062124674629411326","https://pbs.twimg.com/media/HJ4jdaQbEAAoN2K.jpg","","in","","0","6","0","https://x.com/salwrmf/status/2062124674629411326","1024325449780932609","salwrmf"
"2066729228905930792","2026-06-16T03:47:00.000Z","0","@JNECare paket JTR saya di proses di transit balikpapan sampe 8 hari tuh lagi diapain ya?","2066729228905930792","","JNECare","in","","0","3","0","https://x.com/yogke/status/2066729228905930792","58798288","yogke"
